Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_I,Sex_M,Rings
0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,False,False,10
0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,False,True,10
0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,False,True,10
0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,True,False,15
0.6,0.45,0.16,1.142,0.539,0.225,0.307,False,True,10
0.55,0.41,0.15,0.785,0.282,0.186,0.275,False,True,12
0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,True,False,7
0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,False,True,9
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,False,True,10
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,True,False,8
0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,False,False,9
0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,True,False,8
0.525,0.4,0.14,0.654,0.305,0.16,0.169,True,False,7
0.485,0.375,0.14,0.521,0.2,0.123,0.17,True,False,8
0.67,0.52,0.15,1.406,0.519,0.348,0.37,False,False,13
0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,True,False,8
0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,True,False,7
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,True,False,9
0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,False,False,8
0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,False,True,9
0.28,0.205,0.07,0.1015,0.041,0.03,0.03,True,False,6
0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,False,False,9
0.745,0.575,0.2,1.884,0.954,0.336,0.495,False,True,12
0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,False,True,27
0.375,0.285,0.09,0.237,0.106,0.0395,0.08,True,False,8
0.63,0.505,0.155,1.105,0.492,0.226,0.325,False,True,11
0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,False,False,14
0.505,0.41,0.125,0.642,0.289,0.133,0.155,False,True,9
0.535,0.44,0.15,0.6765,0.256,0.139,0.26,False,True,12
0.63,0.48,0.185,1.21,0.53,0.2555,0.322,False,True,11
0.4,0.3,0.125,0.417,0.191,0.09,0.1175,False,True,9
0.6,0.47,0.155,1.036,0.4375,0.196,0.325,False,True,20
0.61,0.475,0.165,1.116,0.428,0.2205,0.315,False,True,15
0.635,0.48,0.145,1.181,0.665,0.229,0.225,False,True,10
0.49,0.38,0.125,0.549,0.245,0.1075,0.174,False,False,10
0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,False,False,14
0.61,0.49,0.16,1.112,0.465,0.228,0.341,False,True,10
0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,True,False,4
0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,False,False,9
0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,False,True,8
0.55,0.435,0.16,0.906,0.342,0.219,0.295,False,True,13
0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,False,False,15
0.765,0.585,0.18,2.398,1.128,0.512,0.5335,False,True,12
0.46,0.38,0.13,0.639,0.3,0.1525,0.16,False,False,11
0.26,0.2,0.065,0.096,0.044,0.027,0.03,False,True,6
0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,False,True,8
0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,True,False,8
0.59,0.5,0.2,1.187,0.412,0.2705,0.37,False,True,16
0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,True,False,4
0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,False,True,9
0.33,0.255,0.085,0.1655,0.063,0.039,0.06,True,False,8
0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,False,True,10
0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,False,False,9
0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,False,True,12
0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,False,True,14
0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,False,False,9
0.255,0.185,0.06,0.088,0.0365,0.021,0.023,True,False,5
0.595,0.455,0.15,0.886,0.4315,0.201,0.223,False,True,10
0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,False,False,9
0.53,0.415,0.13,0.694,0.3905,0.111,0.167,True,False,9
0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,False,True,10
0.62,0.475,0.16,0.907,0.371,0.167,0.3075,True,False,11
0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,True,False,7
0.5,0.385,0.13,0.768,0.2625,0.095,0.27,False,False,13
0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,False,True,11
0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,False,True,14
0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,False,False,21
0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,False,True,8
0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,False,True,6
0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,False,False,11
0.5,0.4,0.13,0.6645,0.258,0.133,0.24,False,True,12
0.51,0.38,0.135,0.681,0.3435,0.142,0.17,False,True,9
0.68,0.505,0.17,1.3435,0.657,0.297,0.355,False,False,12
0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,False,True,8
0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,False,False,10
0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,False,False,16
0.56,0.45,0.16,1.0235,0.429,0.268,0.3,False,False,10
0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,False,False,9
0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,True,False,6
0.545,0.41,0.12,0.793,0.434,0.1405,0.19,False,True,9
0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,False,True,13
0.66,0.53,0.185,1.346,0.546,0.2705,0.476,False,False,11
0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,False,True,11
0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,True,False,15
0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,False,True,8
0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,False,True,9
0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,True,False,8
0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,False,False,10
0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,False,False,9
0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,False,False,10
0.4,0.305,0.085,0.297,0.108,0.0705,0.1,False,True,10
0.395,0.29,0.095,0.304,0.127,0.084,0.077,True,False,6
0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,False,False,12
0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,False,False,7
0.53,0.415,0.145,0.944,0.3845,0.185,0.265,True,False,21
0.74,0.6,0.195,1.974,0.598,0.4085,0.71,False,False,16
0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,True,False,10
0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,False,True,14
0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,False,False,9
0.62,0.46,0.17,1.127,0.535,0.2635,0.296,False,True,7
0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,True,False,7
0.66,0.475,0.18,1.3695,0.641,0.294,0.335,False,False,6
0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,False,False,9
0.6,0.5,0.16,1.122,0.5095,0.256,0.309,False,False,10
0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,True,False,8
0.635,0.48,0.235,1.064,0.413,0.228,0.36,False,True,16
0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,True,False,10
0.52,0.46,0.15,1.019,0.523,0.1985,0.254,False,False,7
0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,False,False,8
0.34,0.25,0.09,0.179,0.0775,0.033,0.055,True,False,6
0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,True,False,7
0.52,0.415,0.16,0.595,0.2105,0.142,0.26,True,False,15
0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,False,True,11
0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,False,False,12
0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,False,True,10
0.62,0.475,0.185,1.325,0.6045,0.325,0.33,False,True,13
0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,False,True,10
0.585,0.49,0.185,1.171,0.522,0.2535,0.335,False,True,10
0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,False,True,9
0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,True,False,6
0.7,0.555,0.22,1.666,0.647,0.4285,0.455,False,False,11
0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,True,False,6
0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,False,True,11
0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,False,True,12
0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,False,True,9
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,False,True,15
0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,True,False,11
0.53,0.395,0.145,0.775,0.308,0.169,0.255,False,False,7
0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,False,False,10
0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,False,False,15
0.52,0.385,0.165,0.791,0.375,0.18,0.1815,False,True,10
0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,True,False,5
0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,True,False,8
0.645,0.52,0.18,1.285,0.5775,0.352,0.317,False,False,9
0.44,0.35,0.14,0.451,0.171,0.0705,0.184,False,True,16
0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,False,True,9
0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,False,True,8
0.605,0.485,0.175,1.145,0.4325,0.27,0.405,False,True,16
0.515,0.405,0.13,0.573,0.213,0.134,0.195,True,False,9
0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,False,True,11
0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,False,False,7
0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,False,True,7
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,False,False,11
0.27,0.205,0.05,0.084,0.03,0.0185,0.029,True,False,6
0.36,0.27,0.09,0.2225,0.083,0.053,0.075,False,True,6
0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,False,True,17
0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,False,True,14
0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,False,False,10
0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,False,True,12
0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,False,True,8
0.175,0.125,0.04,0.028,0.0095,0.008,0.009,True,False,4
0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,False,True,11
0.505,0.365,0.115,0.521,0.25,0.096,0.15,False,True,8
0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,False,False,12
0.605,0.495,0.19,1.437,0.469,0.2655,0.41,False,False,15
0.465,0.36,0.105,0.488,0.188,0.0845,0.19,False,True,10
0.47,0.375,0.13,0.523,0.214,0.132,0.145,False,True,8
0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,False,True,9
0.44,0.33,0.135,0.522,0.17,0.0905,0.195,True,False,16
0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,False,True,10
0.51,0.34,0.18,0.7005,0.312,0.165,0.2,False,False,11
0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,False,True,8
0.715,0.55,0.175,1.825,0.938,0.3805,0.44,False,True,11
0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,True,False,5
0.605,0.475,0.18,0.9365,0.394,0.219,0.295,False,True,15
0.655,0.5,0.22,1.359,0.642,0.3255,0.405,False,False,13
0.285,0.215,0.075,0.106,0.0415,0.023,0.035,False,True,5
0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,False,False,11
0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,False,True,12
0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,True,False,8
0.535,0.445,0.125,0.8725,0.417,0.199,0.24,False,False,8
0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,True,False,11
0.48,0.385,0.135,0.536,0.1895,0.142,0.173,False,False,14
0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,False,True,14
0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,False,False,14
0.32,0.255,0.085,0.1745,0.072,0.033,0.057,True,False,8
0.645,0.495,0.19,1.539,0.6115,0.408,0.445,False,True,12
0.575,0.435,0.15,0.805,0.293,0.1625,0.27,False,True,17
0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,False,True,12
0.68,0.57,0.205,1.842,0.625,0.408,0.65,False,False,20
0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,False,True,11
0.575,0.445,0.14,0.737,0.325,0.1405,0.237,False,True,10
0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,True,False,8
0.605,0.455,0.16,1.1215,0.533,0.273,0.271,False,True,10
0.565,0.42,0.155,0.743,0.31,0.186,0.231,True,False,9
0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,False,False,13
0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,False,True,11
0.635,0.5,0.17,1.4345,0.611,0.309,0.418,False,True,12
0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,True,False,8
0.49,0.39,0.135,0.59,0.215,0.125,0.1845,False,False,12
0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,False,False,10
0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,False,False,10
0.575,0.45,0.185,0.925,0.342,0.197,0.35,False,True,12
0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,False,True,11
0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,True,False,8
0.545,0.4,0.14,0.778,0.368,0.215,0.18,False,False,9
0.44,0.35,0.125,0.456,0.21,0.0955,0.131,True,False,8
0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,True,False,8
0.455,0.355,1.13,0.594,0.332,0.116,0.1335,False,False,8
0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,False,False,9
0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,True,False,9
0.715,0.52,0.18,1.6,0.708,0.3525,0.445,False,True,12
0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,False,True,9
0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,True,False,1
0.61,0.48,0.15,1.1495,0.564,0.274,0.264,False,True,8
0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,False,True,3
0.475,0.355,0.105,0.468,0.201,0.1115,0.12,True,False,8
0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,False,True,10
0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,False,True,9
0.595,0.455,0.155,1.041,0.416,0.2105,0.365,False,True,14
0.615,0.47,0.155,1.084,0.5885,0.209,0.246,False,False,9
0.525,0.41,0.175,0.874,0.3585,0.207,0.205,True,False,18
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,False,False,9
0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,True,False,10
0.505,0.385,0.125,0.596,0.245,0.097,0.21,True,False,9
0.47,0.355,0.115,0.4155,0.167,0.084,0.139,True,False,7
0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,False,False,13
0.315,0.23,0.07,0.144,0.053,0.0305,0.04,True,False,8
0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,True,False,7
0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,True,False,7
0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,False,True,16
0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,False,True,11
0.455,0.355,0.13,0.515,0.2,0.1275,0.175,False,True,11
0.455,0.345,0.125,0.44,0.169,0.1065,0.135,False,True,12
0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,True,False,6
0.41,0.3,0.1,0.301,0.124,0.069,0.09,False,True,9
0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,False,True,11
0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,False,False,13
0.53,0.42,0.13,1.001,0.34,0.226,0.265,False,False,17
0.625,0.445,0.16,1.09,0.46,0.2965,0.304,False,False,11
0.53,0.42,0.13,0.658,0.296,0.1245,0.198,True,False,8
0.31,0.22,0.085,0.146,0.061,0.0365,0.045,False,True,6
0.62,0.51,0.175,1.615,0.5105,0.192,0.675,False,True,12
0.545,0.445,0.15,0.8,0.3535,0.163,0.207,False,False,9
0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,True,False,4
0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,True,False,7
0.235,0.18,0.06,0.058,0.022,0.0145,0.018,True,False,6
0.5,0.4,0.15,0.8085,0.273,0.112,0.295,False,False,13
0.49,0.38,0.14,0.7605,0.245,0.167,0.185,False,True,10
0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,True,False,8
0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,False,True,7
0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,True,False,6
0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,True,False,7
0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,True,False,7
0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,True,False,7
0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,True,False,10
0.64,0.51,0.175,1.368,0.515,0.266,0.57,False,True,21
0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,False,False,16
0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,False,True,12
0.675,0.535,0.16,1.41,0.592,0.3175,0.42,False,False,16
0.66,0.535,0.2,1.791,0.733,0.318,0.54,False,True,15
0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,True,False,11
0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,True,False,8
0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,False,False,11
0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,True,False,8
0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,True,False,11
0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,False,True,12
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,False,False,10
0.44,0.325,0.115,0.39,0.163,0.087,0.113,False,True,7
0.485,0.39,0.12,0.599,0.251,0.1345,0.169,False,True,8
0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,True,False,8
0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,False,False,10
0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,False,True,19
0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,True,False,9
0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,False,True,8
0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,False,False,11
0.55,0.435,0.125,0.741,0.348,0.1585,0.206,True,False,9
0.44,0.33,0.115,0.4005,0.143,0.113,0.12,False,False,8
0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,False,False,27
0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,False,False,13
0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,False,False,9
0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,False,True,13
0.425,0.345,0.11,0.3665,0.125,0.081,0.117,False,False,11
0.405,0.31,0.1,0.385,0.173,0.0915,0.11,False,True,7
0.605,0.455,0.145,0.862,0.334,0.1985,0.3,False,False,9
0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,True,False,9
0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,False,False,13
0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,False,False,10
0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,False,False,17
0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,True,False,7
0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,False,True,8
0.685,0.525,0.175,1.71,0.5415,0.309,0.58,False,False,16
0.54,0.42,0.19,0.6855,0.293,0.163,0.38,False,True,10
0.64,0.565,0.23,1.521,0.644,0.372,0.406,False,True,15
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,True,False,7
0.55,0.43,0.155,0.785,0.289,0.227,0.233,False,False,11
0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,True,False,9
0.535,0.415,0.17,0.879,0.295,0.1965,0.285,False,False,10
0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,False,True,9
0.56,0.455,0.125,0.943,0.344,0.129,0.375,False,False,21
0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,False,False,9
0.345,0.255,0.095,0.183,0.075,0.0385,0.06,True,False,6
0.62,0.49,0.16,1.056,0.493,0.244,0.2725,False,False,9
0.555,0.44,0.15,1.092,0.416,0.212,0.4405,False,True,15
0.48,0.36,0.1,0.439,0.194,0.099,0.115,False,True,8
0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,False,True,16
0.58,0.455,0.16,0.9215,0.312,0.196,0.3,False,False,17
0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,False,True,9
0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,True,False,9
0.695,0.54,0.195,1.691,0.768,0.363,0.4755,False,True,11
0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,True,False,7
0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,False,False,8
0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,False,False,12
0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,False,False,11
0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,True,False,8
0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,True,False,7
0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,False,False,14
0.28,0.205,0.08,0.127,0.052,0.039,0.042,True,False,9
0.485,0.385,0.105,0.556,0.296,0.104,0.133,False,True,7
0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,True,False,8
0.55,0.43,0.125,0.923,0.4035,0.175,0.283,False,False,8
0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,True,False,7
0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,True,False,6
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,False,True,18
0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,False,False,9
0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,True,False,11
0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,False,False,9
0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,False,False,16
0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,True,False,8
0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,False,False,12
0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,False,False,10
0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,True,False,9
0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,True,False,6
0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,False,False,12
0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,True,False,7
0.615,0.48,0.165,1.1615,0.513,0.301,0.305,False,False,10
0.645,0.525,0.17,1.37,0.6135,0.283,0.34,False,False,10
0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,False,False,11
0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,False,False,12
0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,False,False,19
0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,False,True,14
0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,False,True,8
0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,True,False,6
0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,False,True,10
0.625,0.46,0.16,1.2395,0.55,0.273,0.38,True,False,14
0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,False,False,10
0.585,0.475,0.165,1.053,0.458,0.217,0.3,False,False,11
0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,False,False,9
0.665,0.535,0.155,1.383,0.596,0.2565,0.485,False,True,14
0.495,0.37,0.12,0.594,0.28,0.11,0.1375,False,False,7
0.55,0.43,0.15,0.655,0.2635,0.122,0.221,False,False,8
0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,False,True,10
0.63,0.53,0.18,1.2795,0.618,0.256,0.315,False,True,9
0.45,0.335,0.105,0.447,0.2335,0.153,0.119,True,False,7
0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,True,False,11
0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,False,False,11
0.5,0.4,0.165,0.825,0.254,0.205,0.285,False,True,13
0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,True,False,10
0.735,0.57,0.175,1.88,0.9095,0.387,0.488,False,True,11
0.62,0.47,0.15,1.309,0.587,0.4405,0.325,False,True,9
0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,True,False,7
0.465,0.35,0.13,0.494,0.1945,0.103,0.155,False,False,18
0.485,0.355,0.13,0.581,0.245,0.132,0.168,True,False,12
0.495,0.375,0.14,0.494,0.181,0.0975,0.191,True,False,8
0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,False,False,8
0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,False,True,16
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,False,True,10
0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,False,True,8
0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,False,True,9
0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,True,False,4
0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,False,True,9
0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,False,True,11
0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,False,False,10
0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,False,False,12
0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,False,True,6
0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,True,False,6
0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,False,True,11
0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,True,False,9
0.7,0.58,0.205,2.13,0.7415,0.49,0.58,False,True,20
0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,True,False,6
0.4,0.31,0.1,0.306,0.13,0.06,0.094,True,False,6
0.575,0.45,0.135,0.807,0.3615,0.176,0.254,True,False,10
0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,False,True,10
0.47,0.37,0.135,0.547,0.222,0.1325,0.17,False,True,12
0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,False,False,10
0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,False,False,11
0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,False,False,20
0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,False,False,9
0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,False,True,13
0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,False,True,9
0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,True,False,8
0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,False,True,11
0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,True,False,10
0.575,0.45,0.165,0.9655,0.498,0.19,0.23,False,True,8
0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,False,False,14
0.35,0.28,0.075,0.196,0.082,0.04,0.064,True,False,8
0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,True,False,6
0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,True,False,7
0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,False,True,12
0.54,0.4,0.145,0.757,0.315,0.181,0.215,True,False,11
